date,Quarantine,isPartial
2020-07-27,35,False
2020-07-28,31,False
2020-07-29,31,False
2020-07-30,45,False
2020-07-31,58,False
2020-08-01,30,False
2020-08-02,100,False
2020-08-03,82,False
2020-08-04,43,False
2020-08-05,37,False
2020-08-06,32,False
2020-08-07,30,False
2020-08-08,29,False
2020-08-09,27,False
2020-08-10,28,False
2020-08-11,25,False
2020-08-12,25,False
2020-08-13,27,False
2020-08-14,25,False
2020-08-15,35,False
2020-08-16,29,False
2020-08-17,69,False
2020-08-18,46,False
2020-08-19,35,False
2020-08-20,32,False
2020-08-21,26,False
2020-08-22,27,False
2020-08-23,24,False
2020-08-24,28,False
2020-08-25,24,False
2020-08-26,23,False
