date,Quarantine,isPartial
2020-03-16,100,False
2020-03-17,46,False
2020-03-18,38,False
2020-03-19,36,False
2020-03-20,39,False
2020-03-21,41,False
2020-03-22,39,False
2020-03-23,37,False
2020-03-24,35,False
2020-03-25,35,False
2020-03-26,36,False
2020-03-27,32,False
2020-03-28,23,False
2020-03-29,24,False
2020-03-30,28,False
2020-03-31,28,False
2020-04-01,28,False
2020-04-02,27,False
2020-04-03,26,False
2020-04-04,27,False
2020-04-05,30,False
2020-04-06,44,False
2020-04-07,31,False
2020-04-08,20,False
2020-04-09,15,False
2020-04-10,14,False
2020-04-11,16,False
2020-04-12,16,False
2020-04-13,21,False
2020-04-14,20,False
2020-04-15,20,False
