date,Quarantine,isPartial
2020-03-17,100,False
2020-03-18,82,False
2020-03-19,77,False
2020-03-20,85,False
2020-03-21,88,False
2020-03-22,85,False
2020-03-23,81,False
2020-03-24,76,False
2020-03-25,75,False
2020-03-26,78,False
2020-03-27,69,False
2020-03-28,51,False
2020-03-29,52,False
2020-03-30,60,False
2020-03-31,61,False
2020-04-01,60,False
2020-04-02,58,False
2020-04-03,56,False
2020-04-04,58,False
2020-04-05,66,False
2020-04-06,95,False
2020-04-07,67,False
2020-04-08,43,False
2020-04-09,33,False
2020-04-10,31,False
2020-04-11,34,False
2020-04-12,35,False
2020-04-13,45,False
2020-04-14,44,False
2020-04-15,43,False
2020-04-16,42,False
