date,Quarantine,isPartial
2020-06-13,45,False
2020-06-14,58,False
2020-06-15,100,False
2020-06-16,65,False
2020-06-17,47,False
2020-06-18,47,False
2020-06-19,41,False
2020-06-20,41,False
2020-06-21,39,False
2020-06-22,39,False
2020-06-23,40,False
2020-06-24,43,False
2020-06-25,43,False
2020-06-26,40,False
2020-06-27,32,False
2020-06-28,39,False
2020-06-29,56,False
2020-06-30,92,False
2020-07-01,73,False
2020-07-02,44,False
2020-07-03,43,False
2020-07-04,41,False
2020-07-05,41,False
2020-07-06,48,False
2020-07-07,49,False
2020-07-08,42,False
2020-07-09,38,False
2020-07-10,43,False
2020-07-11,30,False
2020-07-12,35,False
2020-07-13,46,False
