date,Quarantine,isPartial
2020-09-01,100,False
2020-09-02,88,False
2020-09-03,83,False
2020-09-04,75,False
2020-09-05,80,False
2020-09-06,74,False
2020-09-07,70,False
2020-09-08,72,False
2020-09-09,68,False
2020-09-10,63,False
2020-09-11,57,False
2020-09-12,65,False
2020-09-13,58,False
2020-09-14,63,False
2020-09-15,72,False
2020-09-16,60,False
2020-09-17,74,False
2020-09-18,73,False
2020-09-19,65,False
2020-09-20,66,False
2020-09-21,62,False
2020-09-22,68,False
2020-09-23,57,False
2020-09-24,62,False
2020-09-25,65,False
2020-09-26,58,False
2020-09-27,65,False
2020-09-28,95,False
2020-09-29,89,False
2020-09-30,79,False
2020-10-01,75,False
