date,Quarantine,isPartial
2021-02-13,58,False
2021-02-14,56,False
2021-02-15,64,False
2021-02-16,67,False
2021-02-17,67,False
2021-02-18,68,False
2021-02-19,71,False
2021-02-20,63,False
2021-02-21,58,False
2021-02-22,63,False
2021-02-23,45,False
2021-02-24,63,False
2021-02-25,73,False
2021-02-26,64,False
2021-02-27,88,False
2021-02-28,77,False
2021-03-01,84,False
2021-03-02,66,False
2021-03-03,65,False
2021-03-04,72,False
2021-03-05,68,False
2021-03-06,75,False
2021-03-07,81,False
2021-03-08,94,False
2021-03-09,75,False
2021-03-10,71,False
2021-03-11,80,False
2021-03-12,81,False
2021-03-13,84,False
2021-03-14,86,False
2021-03-15,100,False
