date,Quarantine,isPartial
2020-12-29,100,False
2020-12-30,49,False
2020-12-31,31,False
2021-01-01,46,False
2021-01-02,40,False
2021-01-03,43,False
2021-01-04,46,False
2021-01-05,42,False
2021-01-06,47,False
2021-01-07,49,False
2021-01-08,39,False
2021-01-09,50,False
2021-01-10,35,False
2021-01-11,46,False
2021-01-12,46,False
2021-01-13,48,False
2021-01-14,42,False
2021-01-15,56,False
2021-01-16,40,False
2021-01-17,40,False
2021-01-18,46,False
2021-01-19,42,False
2021-01-20,40,False
2021-01-21,50,False
2021-01-22,54,False
2021-01-23,41,False
2021-01-24,44,False
2021-01-25,56,False
2021-01-26,51,False
2021-01-27,56,False
2021-01-28,49,False
