date,Quarantine,isPartial
2020-08-18,100,False
2020-08-19,78,False
2020-08-20,71,False
2020-08-21,60,False
2020-08-22,60,False
2020-08-23,52,False
2020-08-24,59,False
2020-08-25,53,False
2020-08-26,50,False
2020-08-27,50,False
2020-08-28,62,False
2020-08-29,59,False
2020-08-30,58,False
2020-08-31,92,False
2020-09-01,71,False
2020-09-02,62,False
2020-09-03,58,False
2020-09-04,53,False
2020-09-05,57,False
2020-09-06,52,False
2020-09-07,50,False
2020-09-08,51,False
2020-09-09,48,False
2020-09-10,44,False
2020-09-11,41,False
2020-09-12,46,False
2020-09-13,41,False
2020-09-14,44,False
2020-09-15,51,False
2020-09-16,43,False
2020-09-17,53,False
