date,Quarantine,isPartial
2020-07-01,83,False
2020-07-02,50,False
2020-07-03,49,False
2020-07-04,46,False
2020-07-05,47,False
2020-07-06,55,False
2020-07-07,55,False
2020-07-08,48,False
2020-07-09,43,False
2020-07-10,49,False
2020-07-11,34,False
2020-07-12,40,False
2020-07-13,52,False
2020-07-14,57,False
2020-07-15,81,False
2020-07-16,69,False
2020-07-17,52,False
2020-07-18,44,False
2020-07-19,43,False
2020-07-20,47,False
2020-07-21,54,False
2020-07-22,49,False
2020-07-23,57,False
2020-07-24,51,False
2020-07-25,54,False
2020-07-26,58,False
2020-07-27,56,False
2020-07-28,49,False
2020-07-29,54,False
2020-07-30,76,False
2020-07-31,100,False
