date,Quarantine,isPartial
2020-05-29,100,False
2020-05-30,60,False
2020-05-31,67,False
2020-06-01,67,False
2020-06-02,54,False
2020-06-03,45,False
2020-06-04,46,False
2020-06-05,46,False
2020-06-06,48,False
2020-06-07,41,False
2020-06-08,43,False
2020-06-09,45,False
2020-06-10,41,False
2020-06-11,45,False
2020-06-12,44,False
2020-06-13,39,False
2020-06-14,50,False
2020-06-15,86,False
2020-06-16,56,False
2020-06-17,41,False
2020-06-18,40,False
2020-06-19,35,False
2020-06-20,35,False
2020-06-21,33,False
2020-06-22,33,False
2020-06-23,35,False
2020-06-24,37,False
2020-06-25,37,False
2020-06-26,35,False
2020-06-27,27,False
2020-06-28,33,False
