date,Quarantine,isPartial
2020-06-25,46,False
2020-06-26,44,False
2020-06-27,34,False
2020-06-28,42,False
2020-06-29,61,False
2020-06-30,100,False
2020-07-01,80,False
2020-07-02,48,False
2020-07-03,47,False
2020-07-04,44,False
2020-07-05,45,False
2020-07-06,52,False
2020-07-07,53,False
2020-07-08,46,False
2020-07-09,41,False
2020-07-10,47,False
2020-07-11,33,False
2020-07-12,38,False
2020-07-13,50,False
2020-07-14,55,False
2020-07-15,78,False
2020-07-16,66,False
2020-07-17,50,False
2020-07-18,42,False
2020-07-19,42,False
2020-07-20,45,False
2020-07-21,52,False
2020-07-22,47,False
2020-07-23,55,False
2020-07-24,49,False
2020-07-25,52,False
