date,Quarantine,isPartial
2020-10-26,95,False
2020-10-27,100,False
2020-10-28,85,False
2020-10-29,71,False
2020-10-30,70,False
2020-10-31,59,False
2020-11-01,55,False
2020-11-02,61,False
2020-11-03,63,False
2020-11-04,62,False
2020-11-05,59,False
2020-11-06,59,False
2020-11-07,55,False
2020-11-08,42,False
2020-11-09,52,False
2020-11-10,51,False
2020-11-11,43,False
2020-11-12,34,False
2020-11-13,27,False
2020-11-14,34,False
2020-11-15,48,False
2020-11-16,60,False
2020-11-17,48,False
2020-11-18,52,False
2020-11-19,54,False
2020-11-20,59,False
2020-11-21,50,False
2020-11-22,58,False
2020-11-23,58,False
2020-11-24,40,False
