date,Quarantine,isPartial
2020-10-28,100,False
2020-10-29,81,False
2020-10-30,81,False
2020-10-31,69,False
2020-11-01,53,False
2020-11-02,71,False
2020-11-03,76,False
2020-11-04,71,False
2020-11-05,67,False
2020-11-06,71,False
2020-11-07,62,False
2020-11-08,54,False
2020-11-09,57,False
2020-11-10,63,False
2020-11-11,48,False
2020-11-12,48,False
2020-11-13,30,False
2020-11-14,43,False
2020-11-15,61,False
2020-11-16,73,False
2020-11-17,54,False
2020-11-18,62,False
2020-11-19,57,False
2020-11-20,66,False
2020-11-21,59,False
2020-11-22,65,False
2020-11-23,68,False
2020-11-24,50,False
2020-11-25,75,False
2020-11-26,55,False
2020-11-27,57,False
