date,rashes,isPartial
2020-06-26,64,False
2020-06-27,66,False
2020-06-28,62,False
2020-06-29,57,False
2020-06-30,56,False
2020-07-01,63,False
2020-07-02,48,False
2020-07-03,75,False
2020-07-04,69,False
2020-07-05,61,False
2020-07-06,69,False
2020-07-07,52,False
2020-07-08,56,False
2020-07-09,58,False
2020-07-10,69,False
2020-07-11,72,False
2020-07-12,73,False
2020-07-13,57,False
2020-07-14,57,False
2020-07-15,54,False
2020-07-16,51,False
2020-07-17,66,False
2020-07-18,71,False
2020-07-19,93,False
2020-07-20,68,False
2020-07-21,100,False
2020-07-22,48,False
2020-07-23,58,False
2020-07-24,56,False
2020-07-25,86,False
2020-07-26,90,False
