date,rashes,isPartial
2020-12-04,38,False
2020-12-05,63,False
2020-12-06,49,False
2020-12-07,56,False
2020-12-08,50,False
2020-12-09,60,False
2020-12-10,42,False
2020-12-11,66,False
2020-12-12,48,False
2020-12-13,78,False
2020-12-14,70,False
2020-12-15,54,False
2020-12-16,51,False
2020-12-17,60,False
2020-12-18,55,False
2020-12-19,77,False
2020-12-20,55,False
2020-12-21,74,False
2020-12-22,57,False
2020-12-23,41,False
2020-12-24,76,False
2020-12-25,51,False
2020-12-26,61,False
2020-12-27,66,False
2020-12-28,100,False
2020-12-29,80,False
2020-12-30,74,False
2020-12-31,43,False
2021-01-01,43,False
2021-01-02,77,False
2021-01-03,62,False
