date,rashes,isPartial
2020-07-02,67,False
2020-07-03,70,False
2020-07-04,67,False
2020-07-05,60,False
2020-07-06,55,False
2020-07-07,39,False
2020-07-08,50,False
2020-07-09,63,False
2020-07-10,56,False
2020-07-11,61,False
2020-07-12,63,False
2020-07-13,61,False
2020-07-14,57,False
2020-07-15,47,False
2020-07-16,53,False
2020-07-17,68,False
2020-07-18,71,False
2020-07-19,100,False
2020-07-20,79,False
2020-07-21,87,False
2020-07-22,37,False
2020-07-23,58,False
2020-07-24,43,False
2020-07-25,63,False
2020-07-26,62,False
2020-07-27,78,False
2020-07-28,59,False
2020-07-29,50,False
2020-07-30,59,False
2020-07-31,48,False
2020-08-01,64,False
