date,rashes,isPartial
2020-06-02,100,False
2020-06-03,69,False
2020-06-04,91,False
2020-06-05,72,False
2020-06-06,88,False
2020-06-07,78,False
2020-06-08,83,False
2020-06-09,52,False
2020-06-10,69,False
2020-06-11,65,False
2020-06-12,64,False
2020-06-13,60,False
2020-06-14,71,False
2020-06-15,48,False
2020-06-16,83,False
2020-06-17,65,False
2020-06-18,52,False
2020-06-19,61,False
2020-06-20,63,False
2020-06-21,44,False
2020-06-22,80,False
2020-06-23,65,False
2020-06-24,85,False
2020-06-25,75,False
2020-06-26,75,False
2020-06-27,71,False
2020-06-28,51,False
2020-06-29,68,False
2020-06-30,70,False
2020-07-01,71,False
2020-07-02,81,False
