date,rashes,isPartial
2020-05-25,88,False
2020-05-26,85,False
2020-05-27,81,False
2020-05-28,48,False
2020-05-29,73,False
2020-05-30,53,False
2020-05-31,100,False
2020-06-01,86,False
2020-06-02,99,False
2020-06-03,69,False
2020-06-04,90,False
2020-06-05,72,False
2020-06-06,87,False
2020-06-07,78,False
2020-06-08,82,False
2020-06-09,51,False
2020-06-10,68,False
2020-06-11,64,False
2020-06-12,63,False
2020-06-13,60,False
2020-06-14,71,False
2020-06-15,48,False
2020-06-16,83,False
2020-06-17,65,False
2020-06-18,52,False
2020-06-19,60,False
2020-06-20,63,False
2020-06-21,44,False
2020-06-22,80,False
2020-06-23,65,False
2020-06-24,85,False
