date,rashes,isPartial
2020-10-20,41,False
2020-10-21,44,False
2020-10-22,62,False
2020-10-23,82,False
2020-10-24,35,False
2020-10-25,0,False
2020-10-26,49,False
2020-10-27,45,False
2020-10-28,47,False
2020-10-29,65,False
2020-10-30,56,False
2020-10-31,61,False
2020-11-01,58,False
2020-11-02,75,False
2020-11-03,62,False
2020-11-04,57,False
2020-11-05,49,False
2020-11-06,62,False
2020-11-07,51,False
2020-11-08,70,False
2020-11-09,47,False
2020-11-10,28,False
2020-11-11,48,False
2020-11-12,51,False
2020-11-13,64,False
2020-11-14,54,False
2020-11-15,100,False
2020-11-16,70,False
2020-11-17,80,False
2020-11-18,69,False
2020-11-19,56,False
