date,rashes,isPartial
2020-03-25,65,False
2020-03-26,70,False
2020-03-27,75,False
2020-03-28,84,False
2020-03-29,78,False
2020-03-30,86,False
2020-03-31,61,False
2020-04-01,68,False
2020-04-02,88,False
2020-04-03,64,False
2020-04-04,63,False
2020-04-05,47,False
2020-04-06,64,False
2020-04-07,76,False
2020-04-08,56,False
2020-04-09,58,False
2020-04-10,62,False
2020-04-11,65,False
2020-04-12,62,False
2020-04-13,87,False
2020-04-14,75,False
2020-04-15,50,False
2020-04-16,73,False
2020-04-17,68,False
2020-04-18,81,False
2020-04-19,66,False
2020-04-20,58,False
2020-04-21,57,False
2020-04-22,74,False
2020-04-23,75,False
2020-04-24,100,False
