date,rashes,isPartial
2020-09-07,78,False
2020-09-08,71,False
2020-09-09,78,False
2020-09-10,42,False
2020-09-11,68,False
2020-09-12,75,False
2020-09-13,66,False
2020-09-14,53,False
2020-09-15,68,False
2020-09-16,33,False
2020-09-17,61,False
2020-09-18,79,False
2020-09-19,82,False
2020-09-20,63,False
2020-09-21,58,False
2020-09-22,57,False
2020-09-23,75,False
2020-09-24,67,False
2020-09-25,43,False
2020-09-26,100,False
2020-09-27,88,False
2020-09-28,75,False
2020-09-29,54,False
2020-09-30,84,False
2020-10-01,67,False
2020-10-02,65,False
2020-10-03,69,False
2020-10-04,74,False
2020-10-05,57,False
2020-10-06,82,False
2020-10-07,51,False
