date,rashes,isPartial
2020-06-17,77,False
2020-06-18,62,False
2020-06-19,71,False
2020-06-20,74,False
2020-06-21,52,False
2020-06-22,94,False
2020-06-23,76,False
2020-06-24,100,False
2020-06-25,88,False
2020-06-26,88,False
2020-06-27,83,False
2020-06-28,60,False
2020-06-29,80,False
2020-06-30,82,False
2020-07-01,83,False
2020-07-02,95,False
2020-07-03,98,False
2020-07-04,95,False
2020-07-05,85,False
2020-07-06,77,False
2020-07-07,56,False
2020-07-08,71,False
2020-07-09,89,False
2020-07-10,80,False
2020-07-11,86,False
2020-07-12,90,False
2020-07-13,86,False
2020-07-14,80,False
2020-07-15,67,False
2020-07-16,75,False
2020-07-17,96,False
