date,rashes,isPartial
2020-09-26,100,False
2020-09-27,88,False
2020-09-28,75,False
2020-09-29,54,False
2020-09-30,84,False
2020-10-01,67,False
2020-10-02,65,False
2020-10-03,69,False
2020-10-04,74,False
2020-10-05,57,False
2020-10-06,82,False
2020-10-07,51,False
2020-10-08,32,False
2020-10-09,33,False
2020-10-10,74,False
2020-10-11,62,False
2020-10-12,45,False
2020-10-13,75,False
2020-10-14,38,False
2020-10-15,68,False
2020-10-16,49,False
2020-10-17,0,False
2020-10-18,90,False
2020-10-19,54,False
2020-10-20,43,False
2020-10-21,47,False
2020-10-22,65,False
2020-10-23,87,False
2020-10-24,37,False
2020-10-25,0,False
2020-10-26,52,False
