date,rashes,isPartial
2020-12-05,66,False
2020-12-06,69,False
2020-12-07,63,False
2020-12-08,64,False
2020-12-09,73,False
2020-12-10,69,False
2020-12-11,63,False
2020-12-12,41,False
2020-12-13,86,False
2020-12-14,74,False
2020-12-15,42,False
2020-12-16,51,False
2020-12-17,52,False
2020-12-18,46,False
2020-12-19,78,False
2020-12-20,0,False
2020-12-21,71,False
2020-12-22,76,False
2020-12-23,42,False
2020-12-24,80,False
2020-12-25,59,False
2020-12-26,73,False
2020-12-27,64,False
2020-12-28,100,False
2020-12-29,83,False
2020-12-30,49,False
2020-12-31,52,False
2021-01-01,51,False
2021-01-02,53,False
2021-01-03,69,False
2021-01-04,62,False
