date,rashes,isPartial
2020-03-19,58,False
2020-03-20,64,False
2020-03-21,48,False
2020-03-22,94,False
2020-03-23,99,False
2020-03-24,91,False
2020-03-25,74,False
2020-03-26,80,False
2020-03-27,85,False
2020-03-28,95,False
2020-03-29,88,False
2020-03-30,98,False
2020-03-31,70,False
2020-04-01,77,False
2020-04-02,100,False
2020-04-03,73,False
2020-04-04,72,False
2020-04-05,53,False
2020-04-06,73,False
2020-04-07,86,False
2020-04-08,64,False
2020-04-09,66,False
2020-04-10,70,False
2020-04-11,74,False
2020-04-12,70,False
2020-04-13,99,False
2020-04-14,85,False
2020-04-15,57,False
2020-04-16,83,False
2020-04-17,77,False
2020-04-18,92,False
