date,rashes,isPartial
2020-06-05,85,False
2020-06-06,100,False
2020-06-07,86,False
2020-06-08,81,False
2020-06-09,62,False
2020-06-10,76,False
2020-06-11,60,False
2020-06-12,73,False
2020-06-13,70,False
2020-06-14,77,False
2020-06-15,50,False
2020-06-16,77,False
2020-06-17,80,False
2020-06-18,58,False
2020-06-19,65,False
2020-06-20,69,False
2020-06-21,58,False
2020-06-22,71,False
2020-06-23,74,False
2020-06-24,87,False
2020-06-25,77,False
2020-06-26,79,False
2020-06-27,82,False
2020-06-28,77,False
2020-06-29,71,False
2020-06-30,70,False
2020-07-01,79,False
2020-07-02,59,False
2020-07-03,93,False
2020-07-04,85,False
2020-07-05,76,False
