date,face shield,isPartial
2020-12-30,72,False
2020-12-31,57,False
2021-01-01,0,False
2021-01-02,61,False
2021-01-03,72,False
2021-01-04,78,False
2021-01-05,72,False
2021-01-06,69,False
2021-01-07,100,False
2021-01-08,88,False
2021-01-09,80,False
2021-01-10,48,False
2021-01-11,86,False
2021-01-12,52,False
2021-01-13,75,False
2021-01-14,45,False
2021-01-15,92,False
2021-01-16,92,False
2021-01-17,64,False
2021-01-18,73,False
2021-01-19,92,False
2021-01-20,70,False
2021-01-21,70,False
2021-01-22,68,False
2021-01-23,65,False
2021-01-24,70,False
2021-01-25,49,False
2021-01-26,63,False
2021-01-27,56,False
2021-01-28,67,False
2021-01-29,51,False
