date,face shield,isPartial
2020-10-26,49,False
2020-10-27,71,False
2020-10-28,89,False
2020-10-29,100,False
2020-10-30,77,False
2020-10-31,59,False
2020-11-01,61,False
2020-11-02,60,False
2020-11-03,79,False
2020-11-04,60,False
2020-11-05,43,False
2020-11-06,73,False
2020-11-07,72,False
2020-11-08,75,False
2020-11-09,55,False
2020-11-10,48,False
2020-11-11,58,False
2020-11-12,41,False
2020-11-13,42,False
2020-11-14,41,False
2020-11-15,50,False
2020-11-16,61,False
2020-11-17,83,False
2020-11-18,61,False
2020-11-19,59,False
2020-11-20,61,False
2020-11-21,42,False
2020-11-22,60,False
2020-11-23,67,False
2020-11-24,66,False
2020-11-25,66,False
