date,face shield,isPartial
2020-08-19,100,False
2020-08-20,90,False
2020-08-21,96,False
2020-08-22,87,False
2020-08-23,74,False
2020-08-24,75,False
2020-08-25,65,False
2020-08-26,59,False
2020-08-27,64,False
2020-08-28,61,False
2020-08-29,54,False
2020-08-30,47,False
2020-08-31,38,False
2020-09-01,53,False
2020-09-02,58,False
2020-09-03,38,False
2020-09-04,34,False
2020-09-05,29,False
2020-09-06,34,False
2020-09-07,32,False
2020-09-08,37,False
2020-09-09,33,False
2020-09-10,27,False
2020-09-11,26,False
2020-09-12,28,False
2020-09-13,24,False
2020-09-14,29,False
2020-09-15,32,False
2020-09-16,22,False
2020-09-17,31,False
2020-09-18,26,False
