date,face shield,isPartial
2020-03-22,66,False
2020-03-23,72,False
2020-03-24,83,False
2020-03-25,51,False
2020-03-26,64,False
2020-03-27,93,False
2020-03-28,66,False
2020-03-29,54,False
2020-03-30,76,False
2020-03-31,54,False
2020-04-01,48,False
2020-04-02,83,False
2020-04-03,0,False
2020-04-04,82,False
2020-04-05,64,False
2020-04-06,63,False
2020-04-07,90,False
2020-04-08,53,False
2020-04-09,59,False
2020-04-10,48,False
2020-04-11,67,False
2020-04-12,0,False
2020-04-13,67,False
2020-04-14,59,False
2020-04-15,67,False
2020-04-16,78,False
2020-04-17,58,False
2020-04-18,56,False
2020-04-19,0,False
2020-04-20,48,False
2020-04-21,100,False
