date,face shield,isPartial
2020-06-18,51,False
2020-06-19,58,False
2020-06-20,62,False
2020-06-21,36,False
2020-06-22,56,False
2020-06-23,51,False
2020-06-24,56,False
2020-06-25,70,False
2020-06-26,71,False
2020-06-27,73,False
2020-06-28,65,False
2020-06-29,66,False
2020-06-30,61,False
2020-07-01,67,False
2020-07-02,68,False
2020-07-03,63,False
2020-07-04,90,False
2020-07-05,60,False
2020-07-06,87,False
2020-07-07,55,False
2020-07-08,81,False
2020-07-09,66,False
2020-07-10,83,False
2020-07-11,87,False
2020-07-12,72,False
2020-07-13,77,False
2020-07-14,64,False
2020-07-15,78,False
2020-07-16,100,False
2020-07-17,96,False
2020-07-18,99,False
