date,face shield,isPartial
2020-08-16,100,False
2020-08-17,92,False
2020-08-18,72,False
2020-08-19,70,False
2020-08-20,64,False
2020-08-21,68,False
2020-08-22,61,False
2020-08-23,52,False
2020-08-24,53,False
2020-08-25,46,False
2020-08-26,41,False
2020-08-27,45,False
2020-08-28,43,False
2020-08-29,38,False
2020-08-30,33,False
2020-08-31,27,False
2020-09-01,37,False
2020-09-02,41,False
2020-09-03,27,False
2020-09-04,24,False
2020-09-05,20,False
2020-09-06,24,False
2020-09-07,22,False
2020-09-08,26,False
2020-09-09,23,False
2020-09-10,19,False
2020-09-11,18,False
2020-09-12,20,False
2020-09-13,17,False
2020-09-14,21,False
2020-09-15,22,False
