date,face shield,isPartial
2020-06-15,50,False
2020-06-16,48,False
2020-06-17,64,False
2020-06-18,57,False
2020-06-19,64,False
2020-06-20,69,False
2020-06-21,40,False
2020-06-22,63,False
2020-06-23,57,False
2020-06-24,62,False
2020-06-25,78,False
2020-06-26,79,False
2020-06-27,81,False
2020-06-28,73,False
2020-06-29,74,False
2020-06-30,68,False
2020-07-01,75,False
2020-07-02,76,False
2020-07-03,71,False
2020-07-04,100,False
2020-07-05,67,False
2020-07-06,97,False
2020-07-07,61,False
2020-07-08,90,False
2020-07-09,73,False
2020-07-10,93,False
2020-07-11,97,False
2020-07-12,80,False
2020-07-13,86,False
2020-07-14,71,False
2020-07-15,87,False
