date,face shield,isPartial
2020-05-24,65,False
2020-05-25,79,False
2020-05-26,69,False
2020-05-27,61,False
2020-05-28,50,False
2020-05-29,67,False
2020-05-30,73,False
2020-05-31,80,False
2020-06-01,89,False
2020-06-02,63,False
2020-06-03,100,False
2020-06-04,77,False
2020-06-05,59,False
2020-06-06,82,False
2020-06-07,39,False
2020-06-08,46,False
2020-06-09,55,False
2020-06-10,55,False
2020-06-11,59,False
2020-06-12,41,False
2020-06-13,85,False
2020-06-14,36,False
2020-06-15,75,False
2020-06-16,69,False
2020-06-17,97,False
2020-06-18,86,False
2020-06-19,92,False
2020-06-20,97,False
2020-06-21,73,False
2020-06-22,78,False
2020-06-23,90,False
