date,face shield,isPartial
2020-04-18,63,False
2020-04-19,69,False
2020-04-20,61,False
2020-04-21,100,False
2020-04-22,75,False
2020-04-23,48,False
2020-04-24,43,False
2020-04-25,53,False
2020-04-26,45,False
2020-04-27,57,False
2020-04-28,46,False
2020-04-29,68,False
2020-04-30,76,False
2020-05-01,67,False
2020-05-02,62,False
2020-05-03,63,False
2020-05-04,66,False
2020-05-05,79,False
2020-05-06,88,False
2020-05-07,92,False
2020-05-08,55,False
2020-05-09,59,False
2020-05-10,0,False
2020-05-11,68,False
2020-05-12,45,False
2020-05-13,53,False
2020-05-14,70,False
2020-05-15,75,False
2020-05-16,95,False
2020-05-17,85,False
2020-05-18,99,False
