date,face shield,isPartial
2020-09-26,73,False
2020-09-27,83,False
2020-09-28,81,False
2020-09-29,75,False
2020-09-30,65,False
2020-10-01,73,False
2020-10-02,79,False
2020-10-03,86,False
2020-10-04,82,False
2020-10-05,46,False
2020-10-06,67,False
2020-10-07,100,False
2020-10-08,91,False
2020-10-09,69,False
2020-10-10,59,False
2020-10-11,46,False
2020-10-12,67,False
2020-10-13,35,False
2020-10-14,52,False
2020-10-15,74,False
2020-10-16,46,False
2020-10-17,77,False
2020-10-18,88,False
2020-10-19,52,False
2020-10-20,74,False
2020-10-21,58,False
2020-10-22,69,False
2020-10-23,62,False
2020-10-24,77,False
2020-10-25,49,False
2020-10-26,44,False
