date,face shield,isPartial
2020-06-24,55,False
2020-06-25,71,False
2020-06-26,67,False
2020-06-27,68,False
2020-06-28,50,False
2020-06-29,67,False
2020-06-30,64,False
2020-07-01,63,False
2020-07-02,70,False
2020-07-03,65,False
2020-07-04,65,False
2020-07-05,57,False
2020-07-06,74,False
2020-07-07,61,False
2020-07-08,89,False
2020-07-09,62,False
2020-07-10,92,False
2020-07-11,83,False
2020-07-12,70,False
2020-07-13,90,False
2020-07-14,62,False
2020-07-15,82,False
2020-07-16,90,False
2020-07-17,100,False
2020-07-18,97,False
2020-07-19,82,False
2020-07-20,86,False
2020-07-21,62,False
2020-07-22,81,False
2020-07-23,64,False
2020-07-24,61,False
