date,face shield,isPartial
2020-08-30,82,False
2020-08-31,65,False
2020-09-01,91,False
2020-09-02,100,False
2020-09-03,66,False
2020-09-04,58,False
2020-09-05,49,False
2020-09-06,58,False
2020-09-07,54,False
2020-09-08,65,False
2020-09-09,57,False
2020-09-10,47,False
2020-09-11,44,False
2020-09-12,48,False
2020-09-13,42,False
2020-09-14,50,False
2020-09-15,54,False
2020-09-16,37,False
2020-09-17,53,False
2020-09-18,44,False
2020-09-19,37,False
2020-09-20,42,False
2020-09-21,50,False
2020-09-22,33,False
2020-09-23,32,False
2020-09-24,49,False
2020-09-25,29,False
2020-09-26,38,False
2020-09-27,46,False
2020-09-28,34,False
2020-09-29,37,False
