date,face shield,isPartial
2020-09-10,87,False
2020-09-11,81,False
2020-09-12,89,False
2020-09-13,77,False
2020-09-14,92,False
2020-09-15,100,False
2020-09-16,69,False
2020-09-17,98,False
2020-09-18,81,False
2020-09-19,67,False
2020-09-20,78,False
2020-09-21,92,False
2020-09-22,61,False
2020-09-23,58,False
2020-09-24,89,False
2020-09-25,53,False
2020-09-26,70,False
2020-09-27,85,False
2020-09-28,63,False
2020-09-29,68,False
2020-09-30,65,False
2020-10-01,69,False
2020-10-02,73,False
2020-10-03,84,False
2020-10-04,72,False
2020-10-05,49,False
2020-10-06,88,False
2020-10-07,95,False
2020-10-08,82,False
2020-10-09,60,False
2020-10-10,54,False
