date,face shield,isPartial
2020-08-28,100,False
2020-08-29,89,False
2020-08-30,78,False
2020-08-31,63,False
2020-09-01,87,False
2020-09-02,96,False
2020-09-03,63,False
2020-09-04,55,False
2020-09-05,47,False
2020-09-06,55,False
2020-09-07,52,False
2020-09-08,62,False
2020-09-09,54,False
2020-09-10,45,False
2020-09-11,42,False
2020-09-12,46,False
2020-09-13,40,False
2020-09-14,48,False
2020-09-15,52,False
2020-09-16,36,False
2020-09-17,51,False
2020-09-18,42,False
2020-09-19,35,False
2020-09-20,40,False
2020-09-21,48,False
2020-09-22,32,False
2020-09-23,30,False
2020-09-24,47,False
2020-09-25,28,False
2020-09-26,37,False
2020-09-27,44,False
