date,face shield,isPartial
2020-09-09,100,False
2020-09-10,83,False
2020-09-11,78,False
2020-09-12,85,False
2020-09-13,74,False
2020-09-14,88,False
2020-09-15,96,False
2020-09-16,66,False
2020-09-17,94,False
2020-09-18,78,False
2020-09-19,65,False
2020-09-20,74,False
2020-09-21,88,False
2020-09-22,58,False
2020-09-23,56,False
2020-09-24,86,False
2020-09-25,51,False
2020-09-26,67,False
2020-09-27,82,False
2020-09-28,61,False
2020-09-29,66,False
2020-09-30,62,False
2020-10-01,66,False
2020-10-02,70,False
2020-10-03,81,False
2020-10-04,69,False
2020-10-05,47,False
2020-10-06,85,False
2020-10-07,91,False
2020-10-08,79,False
2020-10-09,57,False
