date,face shield,isPartial
2020-03-16,0,False
2020-03-17,0,False
2020-03-18,57,False
2020-03-19,53,False
2020-03-20,42,False
2020-03-21,0,False
2020-03-22,70,False
2020-03-23,77,False
2020-03-24,89,False
2020-03-25,55,False
2020-03-26,69,False
2020-03-27,100,False
2020-03-28,71,False
2020-03-29,58,False
2020-03-30,82,False
2020-03-31,58,False
2020-04-01,51,False
2020-04-02,89,False
2020-04-03,0,False
2020-04-04,88,False
2020-04-05,69,False
2020-04-06,67,False
2020-04-07,97,False
2020-04-08,57,False
2020-04-09,63,False
2020-04-10,51,False
2020-04-11,72,False
2020-04-12,0,False
2020-04-13,72,False
2020-04-14,64,False
2020-04-15,72,False
