date,face shield,isPartial
2020-08-21,100,False
2020-08-22,90,False
2020-08-23,77,False
2020-08-24,78,False
2020-08-25,67,False
2020-08-26,61,False
2020-08-27,66,False
2020-08-28,63,False
2020-08-29,56,False
2020-08-30,49,False
2020-08-31,39,False
2020-09-01,55,False
2020-09-02,60,False
2020-09-03,40,False
2020-09-04,35,False
2020-09-05,30,False
2020-09-06,35,False
2020-09-07,33,False
2020-09-08,39,False
2020-09-09,34,False
2020-09-10,28,False
2020-09-11,27,False
2020-09-12,29,False
2020-09-13,25,False
2020-09-14,30,False
2020-09-15,33,False
2020-09-16,23,False
2020-09-17,32,False
2020-09-18,27,False
2020-09-19,22,False
2020-09-20,25,False
