date,face shield,isPartial
2020-08-09,100,False
2020-08-10,77,False
2020-08-11,66,False
2020-08-12,80,False
2020-08-13,72,False
2020-08-14,90,False
2020-08-15,82,False
2020-08-16,58,False
2020-08-17,54,False
2020-08-18,42,False
2020-08-19,41,False
2020-08-20,37,False
2020-08-21,40,False
2020-08-22,36,False
2020-08-23,31,False
2020-08-24,31,False
2020-08-25,27,False
2020-08-26,24,False
2020-08-27,26,False
2020-08-28,25,False
2020-08-29,22,False
2020-08-30,19,False
2020-08-31,16,False
2020-09-01,22,False
2020-09-02,24,False
2020-09-03,16,False
2020-09-04,14,False
2020-09-05,12,False
2020-09-06,14,False
2020-09-07,13,False
2020-09-08,15,False
