date,face shield,isPartial
2020-11-15,26,False
2020-11-16,32,False
2020-11-17,44,False
2020-11-18,32,False
2020-11-19,31,False
2020-11-20,32,False
2020-11-21,22,False
2020-11-22,32,False
2020-11-23,36,False
2020-11-24,35,False
2020-11-25,35,False
2020-11-26,27,False
2020-11-27,53,False
2020-11-28,24,False
2020-11-29,0,False
2020-11-30,29,False
2020-12-01,38,False
2020-12-02,37,False
2020-12-03,46,False
2020-12-04,30,False
2020-12-05,34,False
2020-12-06,28,False
2020-12-07,34,False
2020-12-08,32,False
2020-12-09,42,False
2020-12-10,30,False
2020-12-11,31,False
2020-12-12,37,False
2020-12-13,34,False
2020-12-14,21,False
2020-12-15,100,False
