date,face shield,isPartial
2020-10-24,88,False
2020-10-25,56,False
2020-10-26,50,False
2020-10-27,82,False
2020-10-28,100,False
2020-10-29,98,False
2020-10-30,76,False
2020-10-31,83,False
2020-11-01,73,False
2020-11-02,59,False
2020-11-03,84,False
2020-11-04,68,False
2020-11-05,48,False
2020-11-06,75,False
2020-11-07,74,False
2020-11-08,57,False
2020-11-09,61,False
2020-11-10,61,False
2020-11-11,51,False
2020-11-12,0,False
2020-11-13,65,False
2020-11-14,42,False
2020-11-15,60,False
2020-11-16,56,False
2020-11-17,86,False
2020-11-18,34,False
2020-11-19,65,False
2020-11-20,82,False
2020-11-21,45,False
2020-11-22,60,False
2020-11-23,67,False
