date,face shield,isPartial
2020-06-28,52,False
2020-06-29,62,False
2020-06-30,58,False
2020-07-01,67,False
2020-07-02,65,False
2020-07-03,52,False
2020-07-04,67,False
2020-07-05,56,False
2020-07-06,76,False
2020-07-07,60,False
2020-07-08,87,False
2020-07-09,59,False
2020-07-10,80,False
2020-07-11,75,False
2020-07-12,62,False
2020-07-13,68,False
2020-07-14,55,False
2020-07-15,74,False
2020-07-16,91,False
2020-07-17,100,False
2020-07-18,92,False
2020-07-19,80,False
2020-07-20,76,False
2020-07-21,72,False
2020-07-22,75,False
2020-07-23,59,False
2020-07-24,50,False
2020-07-25,54,False
2020-07-26,59,False
2020-07-27,41,False
2020-07-28,22,False
