date,face shield,isPartial
2020-12-23,56,False
2020-12-24,0,False
2020-12-25,0,False
2020-12-26,100,False
2020-12-27,70,False
2020-12-28,64,False
2020-12-29,54,False
2020-12-30,61,False
2020-12-31,48,False
2021-01-01,0,False
2021-01-02,52,False
2021-01-03,61,False
2021-01-04,65,False
2021-01-05,60,False
2021-01-06,58,False
2021-01-07,84,False
2021-01-08,74,False
2021-01-09,68,False
2021-01-10,41,False
2021-01-11,73,False
2021-01-12,44,False
2021-01-13,63,False
2021-01-14,38,False
2021-01-15,78,False
2021-01-16,77,False
2021-01-17,54,False
2021-01-18,62,False
2021-01-19,78,False
2021-01-20,59,False
2021-01-21,59,False
2021-01-22,58,False
