date,face shield,isPartial
2020-08-26,93,False
2020-08-27,100,False
2020-08-28,95,False
2020-08-29,85,False
2020-08-30,74,False
2020-08-31,60,False
2020-09-01,83,False
2020-09-02,91,False
2020-09-03,60,False
2020-09-04,53,False
2020-09-05,45,False
2020-09-06,53,False
2020-09-07,50,False
2020-09-08,59,False
2020-09-09,52,False
2020-09-10,43,False
2020-09-11,40,False
2020-09-12,44,False
2020-09-13,38,False
2020-09-14,46,False
2020-09-15,50,False
2020-09-16,34,False
2020-09-17,49,False
2020-09-18,40,False
2020-09-19,33,False
2020-09-20,39,False
2020-09-21,46,False
2020-09-22,30,False
2020-09-23,29,False
2020-09-24,44,False
2020-09-25,26,False
