date,face shield,isPartial
2020-05-26,61,False
2020-05-27,65,False
2020-05-28,52,False
2020-05-29,75,False
2020-05-30,66,False
2020-05-31,84,False
2020-06-01,85,False
2020-06-02,55,False
2020-06-03,100,False
2020-06-04,73,False
2020-06-05,67,False
2020-06-06,71,False
2020-06-07,39,False
2020-06-08,73,False
2020-06-09,61,False
2020-06-10,42,False
2020-06-11,45,False
2020-06-12,37,False
2020-06-13,78,False
2020-06-14,0,False
2020-06-15,71,False
2020-06-16,87,False
2020-06-17,86,False
2020-06-18,76,False
2020-06-19,87,False
2020-06-20,99,False
2020-06-21,57,False
2020-06-22,83,False
2020-06-23,64,False
2020-06-24,82,False
2020-06-25,100,False
