date,face shield,isPartial
2020-05-22,100,False
2020-05-23,71,False
2020-05-24,63,False
2020-05-25,77,False
2020-05-26,67,False
2020-05-27,59,False
2020-05-28,48,False
2020-05-29,64,False
2020-05-30,71,False
2020-05-31,78,False
2020-06-01,86,False
2020-06-02,61,False
2020-06-03,97,False
2020-06-04,75,False
2020-06-05,57,False
2020-06-06,79,False
2020-06-07,38,False
2020-06-08,44,False
2020-06-09,53,False
2020-06-10,54,False
2020-06-11,57,False
2020-06-12,40,False
2020-06-13,82,False
2020-06-14,35,False
2020-06-15,72,False
2020-06-16,67,False
2020-06-17,94,False
2020-06-18,83,False
2020-06-19,89,False
2020-06-20,94,False
2020-06-21,71,False
