date,face shield,isPartial
2020-08-22,100,False
2020-08-23,86,False
2020-08-24,86,False
2020-08-25,75,False
2020-08-26,68,False
2020-08-27,73,False
2020-08-28,70,False
2020-08-29,62,False
2020-08-30,55,False
2020-08-31,44,False
2020-09-01,61,False
2020-09-02,67,False
2020-09-03,44,False
2020-09-04,39,False
2020-09-05,33,False
2020-09-06,39,False
2020-09-07,37,False
2020-09-08,43,False
2020-09-09,38,False
2020-09-10,32,False
2020-09-11,29,False
2020-09-12,32,False
2020-09-13,28,False
2020-09-14,34,False
2020-09-15,36,False
2020-09-16,25,False
2020-09-17,36,False
2020-09-18,30,False
2020-09-19,25,False
2020-09-20,28,False
2020-09-21,33,False
