date,face shield,isPartial
2020-06-02,49,False
2020-06-03,89,False
2020-06-04,66,False
2020-06-05,60,False
2020-06-06,63,False
2020-06-07,35,False
2020-06-08,65,False
2020-06-09,54,False
2020-06-10,38,False
2020-06-11,40,False
2020-06-12,33,False
2020-06-13,70,False
2020-06-14,0,False
2020-06-15,64,False
2020-06-16,78,False
2020-06-17,77,False
2020-06-18,68,False
2020-06-19,77,False
2020-06-20,88,False
2020-06-21,51,False
2020-06-22,74,False
2020-06-23,57,False
2020-06-24,73,False
2020-06-25,89,False
2020-06-26,87,False
2020-06-27,89,False
2020-06-28,72,False
2020-06-29,86,False
2020-06-30,79,False
2020-07-01,87,False
2020-07-02,100,False
