date,face shield,isPartial
2020-08-17,100,False
2020-08-18,78,False
2020-08-19,76,False
2020-08-20,69,False
2020-08-21,73,False
2020-08-22,66,False
2020-08-23,57,False
2020-08-24,57,False
2020-08-25,49,False
2020-08-26,45,False
2020-08-27,49,False
2020-08-28,46,False
2020-08-29,41,False
2020-08-30,36,False
2020-08-31,29,False
2020-09-01,40,False
2020-09-02,44,False
2020-09-03,29,False
2020-09-04,26,False
2020-09-05,22,False
2020-09-06,26,False
2020-09-07,24,False
2020-09-08,29,False
2020-09-09,25,False
2020-09-10,21,False
2020-09-11,20,False
2020-09-12,21,False
2020-09-13,18,False
2020-09-14,22,False
2020-09-15,24,False
2020-09-16,17,False
