date,face shield,isPartial
2020-05-21,100,False
2020-05-22,84,False
2020-05-23,63,False
2020-05-24,57,False
2020-05-25,65,False
2020-05-26,59,False
2020-05-27,63,False
2020-05-28,51,False
2020-05-29,72,False
2020-05-30,64,False
2020-05-31,81,False
2020-06-01,82,False
2020-06-02,53,False
2020-06-03,97,False
2020-06-04,71,False
2020-06-05,65,False
2020-06-06,68,False
2020-06-07,38,False
2020-06-08,71,False
2020-06-09,59,False
2020-06-10,41,False
2020-06-11,43,False
2020-06-12,36,False
2020-06-13,76,False
2020-06-14,0,False
2020-06-15,69,False
2020-06-16,84,False
2020-06-17,83,False
2020-06-18,73,False
2020-06-19,84,False
2020-06-20,95,False
