date,face shield,isPartial
2020-08-07,100,False
2020-08-08,87,False
2020-08-09,76,False
2020-08-10,58,False
2020-08-11,51,False
2020-08-12,61,False
2020-08-13,55,False
2020-08-14,68,False
2020-08-15,63,False
2020-08-16,44,False
2020-08-17,41,False
2020-08-18,30,False
2020-08-19,32,False
2020-08-20,27,False
2020-08-21,30,False
2020-08-22,27,False
2020-08-23,22,False
2020-08-24,23,False
2020-08-25,21,False
2020-08-26,18,False
2020-08-27,21,False
2020-08-28,17,False
2020-08-29,17,False
2020-08-30,15,False
2020-08-31,12,False
2020-09-01,16,False
2020-09-02,18,False
2020-09-03,14,False
2020-09-04,11,False
2020-09-05,10,False
2020-09-06,10,False
