,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,1.0000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.5491364944276089,1.0000000000000118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.31603971289360044,0.4094688131931323,0.9999999999999949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.35602196724300456,0.5432152970985414,0.35208497741281547,1.0000000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.34523486087788685,0.282016399430512,0.22326003740312753,0.21415249774475478,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.5575200781079633,0.29941593161477636,0.4950481458202272,0.33607442751168914,0.41598057034962493,1.000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.3269766750458497,0.5501834105457163,0.2683212492019357,0.34320329602110783,0.3376305214194655,0.330538007227149,1.000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.3214096455628377,0.3048423555371995,0.4685816319257784,0.32461136151424236,0.2866967415339866,0.5150724515094481,0.3737864805578947,1.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.39021086882096406,0.47703508113877685,0.4748798172319899,0.4232525910694497,0.4157385544658037,0.3963651962852126,0.4366965625998213,0.4041732579502145,0.9999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.28605042120224405,0.3198235757638294,0.25191210648939344,0.3653116392772324,0.4554828309852105,0.27724057762170307,0.310767853719434,0.2901410416835584,0.3911633985107836,0.9999999999999821,0.0,0.0,0.0,0.0,0.0
Frontliners,0.4401176731122245,0.5817485797696196,0.6260964542361195,0.3497034696000182,0.29400686597648706,0.3549841064212124,0.2614648403786692,0.2709287909375563,0.39870357943290774,0.25103529179646583,1.0,0.0,0.0,0.0,0.0
masks,0.39627977436688294,0.38681650003640167,0.4714927528440764,0.33589825994176764,0.5056805685475846,0.4593865573550252,0.4961020105455341,0.5006992789285795,0.541252008608579,0.4182566706501492,0.4697213683518228,1.000000000000001,0.0,0.0,0.0
Quarantine,0.5116863717645093,0.5160551408801772,0.5178792057812532,0.45966337249257383,0.46897334249216066,0.37274769514228173,0.39655909241219855,0.47276069805097487,0.8222916943532168,0.3049801466758577,0.33443158570885606,0.6658876919711263,1.0000000000000022,0.0,0.0
social distancing,0.37499118642858975,0.4434121321098004,0.4192816923067946,0.4623471733776428,0.28736539293041824,0.4114374067513899,0.45063376461547494,0.4896500233014605,0.5077187887356752,0.36848226914622695,0.39296655533374597,0.45190342024653757,0.4448574637772222,1.0000000000000016,0.0
work from home,0.386075293931066,0.4534511198260928,0.617233276429834,0.4866481011975464,0.3160849152429209,0.3797144340003945,0.3817716762698269,0.33458834658891357,0.463794388903772,0.3735208438358085,0.5078165132818644,0.4182024563887843,0.43480680291363094,0.38690285215972847,0.9999999999999923
