,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.4639183151734374,1.000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.5264325741318016,0.3421992693659611,0.9999999999999661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.34474022194904247,0.5679554568556534,0.4847644638910902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.21237412802727634,0.3898629357026368,0.4443715957668505,0.25186766638894525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.34251507218143085,0.3952180137503011,0.31064322971456926,0.4748995860728321,0.4517415581069267,1.0000000000000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.3022569493162814,0.2904588008505378,0.5090119670577777,0.3082040039439765,0.22977911065810705,0.5495585087942385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.7458324785253224,0.3887594149531026,0.4342749146678015,0.32536004110750144,0.1971599453467523,0.24875042551481794,0.30269795651023973,0.9999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.49660866522710906,0.41182581980334415,0.6360488760988772,0.42760910161859667,0.20542246978860879,0.33440583299859855,0.6424824369906184,0.3403151893491159,0.9999999999999989,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.5222028158450392,0.4550687440650408,0.38214016908616916,0.4235009723702888,0.4508235691876144,0.4389261749494654,0.36402128397438643,0.30817654633224445,0.38761518452359706,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
Frontliners,0.30198439080492734,0.30538395249061334,0.3767631258861128,0.30604677081406034,0.3373813608373767,0.42170535911007684,0.7470931623432682,0.2717009672659762,0.5462036681092909,0.3823994196327008,1.000000000000024,0.0,0.0,0.0,0.0
masks,0.5375097029718287,0.31142923053279703,0.36618108710379293,0.3790750486787206,0.3535901295196122,0.4651347615750474,0.47519292341997293,0.44968405498235137,0.4416488818356531,0.6539842689980426,0.5119068700317045,0.999999999999994,0.0,0.0,0.0
Quarantine,0.7858474291824064,0.4727507469804923,0.6672398637722712,0.40143565591707425,0.30177917107252017,0.4263374011408574,0.4898400261309216,0.6806800087024298,0.7910135566785773,0.3861792325759624,0.4354033443633623,0.4425738821245901,1.0000000000000002,0.0,0.0
social distancing,0.5755582379569617,0.37939687098633806,0.4457833119583084,0.31480447917238324,0.465525758491198,0.2992716301397991,0.38266602516550563,0.36404588889553446,0.540254702610937,0.5834313427080252,0.6244194915388166,0.5148317649935814,0.6068458629789506,1.0,0.0
work from home,0.5417412338123884,0.39593474442305804,0.4610314535149465,0.5012317207794121,0.4474632513011741,0.512468566472101,0.4545404045173219,0.3945344742750737,0.7513088893407072,0.5937666564518694,0.3799461107751432,0.3401227723271851,0.7325830555514201,0.7228194764743974,0.9999999999999983
