,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,0.9999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.34442219758000525,0.9999999999999954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.3699367567690675,0.46945084432141504,1.0000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.28743981219661435,0.5452824726436543,0.41881444950025404,1.0000000000000162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.31603309205166696,0.224236009086645,0.29269086997983834,0.4487663951790829,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.40733137430553706,0.2812899564834485,0.5133923020769398,0.4990614363975846,0.33106629948194405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.2709995478155683,0.25737750041308377,0.2617536452336992,0.5549438503621644,0.17317686358110623,0.45699081535084995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.29024922861842956,0.4123779803381163,0.44551752708972,0.2773136268926325,0.18008299960603893,0.25151677339938955,0.18064277535546933,1.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.3035331505799626,0.43258735342311505,0.3657097562053917,0.38257809537045073,0.20693783349867542,0.3213685102535864,0.30002974160827994,0.24425739836723617,1.0,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.3695536972445385,0.35304294798862745,0.36464303048511043,0.48759310247420684,0.34683724402771426,0.37680571680105107,0.3645257795013788,0.3487608690594489,0.4156068926989335,1.0,0.0,0.0,0.0,0.0,0.0
Frontliners,0.4137139441786196,0.5058310245881178,0.6386366974026136,0.3988148395820787,0.44582290716746087,0.4255381222339748,0.30219864268587987,0.25473287209805273,0.4228565909465567,0.42808049933366504,1.0000000000000018,0.0,0.0,0.0,0.0
masks,0.4568235387217162,0.38994558506807075,0.4721419542913821,0.397099999831568,0.2547719654796108,0.4797510500666656,0.37521486305840757,0.42648995761516667,0.6331524835135438,0.6323500056382175,0.421380344080416,0.9999999999999989,0.0,0.0,0.0
Quarantine,0.32299378050891464,0.49157502971325207,0.45473937759044986,0.46034392158250204,0.2741094897066784,0.49933664653552445,0.30581925459642617,0.3112449458152088,0.8492805712011386,0.4331315151731564,0.39753338796996335,0.4304713025132295,1.0000000000000029,0.0,0.0
social distancing,0.44451869848009484,0.4585947651492051,0.4331330847879418,0.3489726025183051,0.5383114104435799,0.29362743328045604,0.2978347194827907,0.2597402808490794,0.3129172848626963,0.42628336833405106,0.47876723097162466,0.326509143383923,0.35607118194200765,1.0000000000000004,0.0
work from home,0.42542330795302596,0.31233455020543566,0.6030343074992542,0.3838835930027942,0.3341307072935417,0.4519650010335204,0.30222290474797947,0.21116962312155033,0.3575459637763144,0.4165135978549781,0.3878413589462004,0.5052949483022131,0.4728640778344155,0.6130829775568185,0.9999999999999931
