,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,1.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.761139918509398,0.9999999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.47112072575090885,0.3583992626682384,0.9999999999999895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.37087038724901833,0.5196182702186525,0.5687762088677754,1.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.4095920320205116,0.27256687262561763,0.4270099764338269,0.4925587959030524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.3043110451040152,0.3152565994550909,0.5071977285832481,0.5302572729273087,0.40345317944508824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.36867630901491355,0.4515801024329174,0.4333254185306822,0.4074256865883013,0.4028596823445957,0.3342340134369214,0.999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.4405657322294519,0.42984611687275787,0.41207294634352326,0.48887899842020566,0.33349005017759165,0.3112535369610691,0.4538676418799213,0.9999999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.6736130376397218,0.6770798583889102,0.3570697913456768,0.2705207892731911,0.3820841784781215,0.3809645555577947,0.6569085104777938,0.3392759018913787,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.2777256810637203,0.3704250451419321,0.44566508520463805,0.3925641853410397,0.4263381175819993,0.391128760512894,0.49065122791468907,0.309811556364434,0.4254152985126365,1.0000000000000007,0.0,0.0,0.0,0.0,0.0
Frontliners,0.3414072255431523,0.4067407352625117,0.3489695726552071,0.34725979371243443,0.39080511664998585,0.41408814039575725,0.41543688578764054,0.47592746223256616,0.43711326834326053,0.39235366904552366,1.0,0.0,0.0,0.0,0.0
masks,0.4531685640616879,0.43114420861190655,0.39225842541445377,0.6400795313228,0.31610035758227845,0.45590660341190425,0.5660749019228978,0.32770635309250595,0.4525616303175997,0.44160263771848435,0.6614916100048194,1.0000000000000018,0.0,0.0,0.0
Quarantine,0.45908949296840895,0.46052920414943505,0.30896523497166106,0.34887866037375376,0.30671339470321624,0.3519829290953447,0.5484279177854641,0.3988829337216782,0.7891108303182699,0.33656051077634014,0.6495286425247787,0.6581897804021173,1.0000000000000013,0.0,0.0
social distancing,0.5402058829112447,0.3362070267083519,0.5084016279587327,0.37212533421687716,0.17666136179088246,0.2752370086396283,0.27929612619378463,0.3521654774272941,0.297964269417288,0.4180571985495786,0.38723863081983717,0.3151228247209737,0.27736297149963623,0.9999999999999994,0.0
work from home,0.35752603325916704,0.331557189325394,0.37729959356956494,0.43927079218211357,0.320269381429471,0.41157969116731447,0.4011991294137418,0.43958216875184075,0.35096196455060963,0.3307080594285702,0.42297814066665385,0.5354793789483597,0.46338287389724014,0.4272920472287853,1.0
