,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face shield,Frontliners,masks,Quarantine,social distancing,work from home
flu,1.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cough,0.34178732649479165,0.9999999999999598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.4772566812276727,0.3991187294976855,1.0000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headache,0.34643325793031643,0.5418880953273099,0.40661405647651966,0.9999999999999907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagnat,0.394683466814134,0.2999999614621296,0.23504694787618924,0.41521876816076075,0.9999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rashes,0.5124268314391092,0.38351927868053187,0.6682549382628182,0.532080247710622,0.3246758418962823,0.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sipon,0.3685358328992289,0.44186989737626664,0.4045904408826975,0.29131083790859785,0.23898548671886355,0.3915339768070901,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubo,0.46305976523188874,0.3015642374506491,0.31947685058945763,0.2836484317352127,0.17244534172129064,0.36547171998595984,0.26296319090329184,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecq,0.39288573896455226,0.5892217297187292,0.31328951829338464,0.7083562406003346,0.357885286302458,0.498914012648095,0.3269199828359119,0.3495833532280576,0.9999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
face shield,0.5534599450111123,0.4517787160312999,0.41046114623976854,0.42417145492128844,0.37980954294314684,0.34785726654078,0.36808845230772286,0.5114908581361063,0.33093799796469026,1.0000000000000042,0.0,0.0,0.0,0.0,0.0
Frontliners,0.43908324231686,0.4879045875721605,0.3880270481864055,0.6779074800934166,0.33321859948688115,0.42284609398676926,0.410204387758546,0.5439915187279764,0.3995572415974415,0.6618706967255283,1.0000000000000002,0.0,0.0,0.0,0.0
masks,0.359508667531678,0.39436620488457896,0.621745254660052,0.31258387860873815,0.2792607412809661,0.6055935884535518,0.5640310321951945,0.3060147745413667,0.2824134306255901,0.5534385798946103,0.431493841804831,1.0,0.0,0.0,0.0
Quarantine,0.44167006333904174,0.38748544484022623,0.3515248134246049,0.6392808347612016,0.36080334771394473,0.45803138634165075,0.449793307628097,0.32831197679513996,0.8513358846316261,0.44240338602624163,0.3405215492493882,0.3216053061857295,1.0000000000000009,0.0,0.0
social distancing,0.42481201705622396,0.4468292014325068,0.21491867901110706,0.24582066055881882,0.19478927854507067,0.2417664296292044,0.21583009047844393,0.2765832436301224,0.24104397831910993,0.26662509824021124,0.2906741739093844,0.369815472264856,0.26605131244249663,0.9999999999999996,0.0
work from home,0.4773953191594477,0.3383409818269991,0.49191139257006067,0.3729308459869539,0.273448038027291,0.5528987691909776,0.4138421004436976,0.3677558903586115,0.42072077876261954,0.3109972524448396,0.3508319122072575,0.37006810752243186,0.45868516302038087,0.28567685723452385,0.999999999999998
