date,cough,isPartial
2020-12-29,89,False
2020-12-30,78,False
2020-12-31,78,False
2021-01-01,85,False
2021-01-02,100,False
2021-01-03,79,False
2021-01-04,70,False
2021-01-05,65,False
2021-01-06,89,False
2021-01-07,71,False
2021-01-08,74,False
2021-01-09,87,False
2021-01-10,84,False
2021-01-11,69,False
2021-01-12,72,False
2021-01-13,70,False
2021-01-14,76,False
2021-01-15,80,False
2021-01-16,76,False
2021-01-17,89,False
2021-01-18,64,False
2021-01-19,88,False
2021-01-20,76,False
2021-01-21,69,False
2021-01-22,69,False
2021-01-23,79,False
2021-01-24,76,False
2021-01-25,64,False
2021-01-26,80,False
2021-01-27,79,False
2021-01-28,79,False
