date,cough,isPartial
2020-06-20,57,False
2020-06-21,66,False
2020-06-22,54,False
2020-06-23,58,False
2020-06-24,76,False
2020-06-25,83,False
2020-06-26,58,False
2020-06-27,81,False
2020-06-28,73,False
2020-06-29,70,False
2020-06-30,66,False
2020-07-01,76,False
2020-07-02,75,False
2020-07-03,70,False
2020-07-04,76,False
2020-07-05,100,False
2020-07-06,80,False
2020-07-07,81,False
2020-07-08,88,False
2020-07-09,87,False
2020-07-10,84,False
2020-07-11,90,False
2020-07-12,94,False
2020-07-13,83,False
2020-07-14,85,False
2020-07-15,94,False
2020-07-16,97,False
2020-07-17,66,False
2020-07-18,90,False
2020-07-19,94,False
2020-07-20,82,False
