date,cough,isPartial
2021-02-02,89,False
2021-02-03,93,False
2021-02-04,90,False
2021-02-05,98,False
2021-02-06,70,False
2021-02-07,99,False
2021-02-08,77,False
2021-02-09,73,False
2021-02-10,90,False
2021-02-11,77,False
2021-02-12,83,False
2021-02-13,78,False
2021-02-14,76,False
2021-02-15,79,False
2021-02-16,72,False
2021-02-17,79,False
2021-02-18,79,False
2021-02-19,65,False
2021-02-20,94,False
2021-02-21,69,False
2021-02-22,89,False
2021-02-23,98,False
2021-02-24,98,False
2021-02-25,84,False
2021-02-26,74,False
2021-02-27,98,False
2021-02-28,72,False
2021-03-01,85,False
2021-03-02,76,False
2021-03-03,60,False
2021-03-04,100,False
